,timestamp,visitorid,event,itemid,transactionid
1900695,1432614517382,29,view,5,
1901418,1432586544639,20,view,21,
1901438,1432586273793,20,view,32,
1901451,1432589399388,3,view,4149,
1901497,1432586275624,20,view,17,
1901596,1432589424134,3,view,4150,
1901630,1432589379379,3,addtocart,4151,
1901703,1432590920411,3,view,4152,
1901800,1432590319468,0,view,759,
1901827,1432590849220,3,addtocart,4152,
1902245,1432581750214,11,view,4153,
1903103,1432567766790,3,view,4154,
1903149,1432567354024,3,transaction,155,17555.0
1903234,1432569116093,3,view,4155,
1903256,1432568810945,3,view,2013,
1903261,1432567845249,3,view,4156,
1903349,1432607332913,11,view,4157,
1903387,1432607059985,11,view,4157,
1903428,1432606980745,11,view,4157,
1903557,1432606971571,11,view,4157,
1903606,1432609220789,11,view,4108,
1903611,1432609224625,11,view,4111,
1903619,1432609231240,11,view,3915,
1903745,1432609121628,11,view,4158,
1903756,1432609129013,11,view,4159,
1904961,1432584722440,20,view,1,
1905192,1432566372950,20,view,21,
1905195,1432565953382,20,view,1,
1905387,1432589545419,3,transaction,4149,15568.0
1905499,1432589357369,3,view,4150,
1905712,1432589439720,3,addtocart,4150,
1905918,1432590320930,0,view,37,
1905961,1432590846926,3,view,4152,
1906757,1432600870685,11,view,4160,
1906834,1432597967371,20,view,17,
1906917,1432595968387,3,view,4161,
1906947,1432596170283,3,view,4162,
1906951,1432595176725,3,transaction,2800,5639.0
1907033,1432596073856,3,view,4163,
1907279,1432567520378,3,view,1912,
1907286,1432567149751,3,view,155,
1907475,1432570315058,3,view,4164,
1907478,1432567592558,3,view,4165,
1907575,1432606907698,11,view,4157,
1907599,1432607013670,11,view,4157,
1907633,1432606892052,11,view,4157,
1907637,1432606894014,11,view,4157,
1907705,1432606369495,3,view,333,
1907708,1432606977092,11,view,4157,
1907869,1432609188104,11,view,4096,
1907881,1432609141647,11,view,673,
1908594,1432572632949,3,view,4166,
1908961,1432583411664,11,view,249,
1909129,1432568772939,0,view,3867,
1909306,1432568937767,3,view,3939,
1909712,1432589545419,3,transaction,4151,15568.0
1910105,1432590865742,3,view,4167,
1910925,1432602404914,3,addtocart,4168,
1911192,1432565949815,20,view,21,
1911320,1432597960433,20,view,32,
1911656,1432607012057,11,view,4157,
1911690,1432606959427,11,view,4157,
1911770,1432606722087,11,view,4157,
1911828,1432606966539,11,view,4157,
1911901,1432606989775,11,view,4157,
1911913,1432609130732,11,view,673,
1911933,1432609114576,11,view,4169,
1911942,1432609554607,11,view,4170,
1912498,1432597767170,20,view,21,
1912955,1432590911694,3,addtocart,4167,
1913004,1432590710025,3,view,4171,
1913015,1432590326664,3,view,4152,
1913075,1432590832579,3,view,4148,
1913080,1432590515820,3,view,4171,
1913196,1432590468323,3,view,4148,
1913433,1432565975476,20,view,21,
1913476,1432566545142,3,view,4172,
1913559,1432577195406,18,view,360,
1913881,1432586550302,10,view,4173,
1914047,1432586470225,10,view,4174,
1914082,1432586483803,10,view,1539,
1914288,1432573098670,3,view,4175,
1915032,1432602644685,3,transaction,4168,16903.0
1915042,1432602388494,3,view,4168,
1915061,1432600741676,11,view,4176,
1915281,1432567221583,3,addtocart,155,
1915348,1432568784523,3,view,4177,
1915423,1432568773033,0,view,759,
1915465,1432568319320,3,view,4178,
1915507,1432570653063,3,view,1486,
1915519,1432566928868,3,view,4179,
1915685,1432584683404,20,view,21,
1915861,1432606926614,11,view,4157,
1915899,1432606964642,11,view,4157,
1915963,1432607076842,11,view,4157,
1916066,1432606919386,11,view,4157,
1916114,1432609594468,11,view,4180,
1916164,1432609088725,11,view,1314,
1916179,1432609224766,11,view,4180,
1916289,1432607740995,11,addtocart,4137,
1916292,1432611204735,11,view,4132,
1916604,1432597682832,10,view,4181,
1917871,1432578345185,10,view,3441,
1918081,1432589399419,3,addtocart,4149,
1918159,1432589545419,3,transaction,4150,15568.0
1918279,1432590592778,3,view,4152,
1918389,1432590322294,0,view,3867,
1918474,1432592664771,12,view,693,
1918545,1432590493358,3,view,4152,
1918560,1432590834583,3,addtocart,4148,
1918563,1432590599697,3,view,4148,
1918822,1432568773064,0,view,37,
1918847,1432566777228,3,view,2457,
1918858,1432568046738,3,view,4182,
1918888,1432570413760,3,view,4164,
1918913,1432569244048,3,view,4183,
1919088,1432567229411,3,addtocart,155,
1919305,1432598172046,20,view,21,
1919384,1432607675838,11,view,4137,
1919426,1432607926311,11,transaction,4137,770.0
1919507,1432609225813,11,view,4184,
1919521,1432609228735,11,view,4146,
1919834,1432585951168,26,view,2610,
1919925,1432584634346,20,view,21,
1920149,1432606974076,11,view,4157,
1920167,1432606961748,11,view,4157,
1920170,1432606956560,11,view,4157,
1920173,1432606954928,11,view,4157,
1920177,1432606952530,11,view,4157,
1920209,1432606923194,11,view,4157,
1920773,1432597768407,20,view,21,
1920803,1432597763055,20,view,1,
1921239,1432571837757,3,view,1457,
1921318,1432573441164,29,view,5,
1921716,1432609072518,11,view,2889,
1921724,1432609218812,11,view,4143,
1921913,1432577566410,18,view,404,
1922244,1432588280098,11,view,4185,
1922326,1432589379161,3,view,4151,
1922351,1432589357479,3,addtocart,4150,
1922594,1432593288880,10,view,4186,
1922599,1432593333956,10,view,4186,
1922631,1432590961874,3,view,4167,
1922998,1432566342766,3,view,4187,
1923004,1432566178958,20,view,17,
1923014,1432566172403,20,view,32,
1923380,1432602644669,3,transaction,4188,16903.0
1923407,1432600580249,11,view,4189,
1923554,1432567004517,3,view,4179,
1923577,1432566769760,3,view,4157,
1923638,1432566974452,3,view,4190,
1923713,1432586006188,3,view,4191,
1924115,1432606917271,11,view,4157,
1924119,1432607535175,3,view,4192,
1924149,1432607502919,11,view,4137,
1924160,1432606910455,11,view,4157,
1924190,1432606896173,11,view,4157,
1924228,1432606888689,11,view,4157,
1924259,1432606982137,11,view,4157,
1924276,1432603861332,3,view,4193,
1925098,1432481197598,3,view,4194,
1925105,1432480576754,3,view,3972,
1925113,1432481383096,3,view,4195,
1925176,1432480037268,3,view,1260,
1925219,1432479742711,3,view,189,
1925265,1432480901666,29,view,5,
1925812,1432466279930,18,view,2359,
1926300,1432513173143,3,view,4196,
1926328,1432491682381,3,transaction,4197,5826.0
1926340,1432489560931,10,view,4198,
1926363,1432490163932,3,transaction,451,13674.0
1926419,1432489815774,3,view,451,
1926494,1432491259892,3,view,4197,
1926666,1432503741031,18,view,2774,
1926776,1432503837151,18,view,633,
1926787,1432504275526,10,view,1604,
1927074,1432526279492,11,view,4157,
1927096,1432524280537,11,view,4199,
1927315,1432483123822,3,view,4200,
1927343,1432486846776,3,view,3305,
1927356,1432483236676,3,view,4201,
1927371,1432487076361,3,view,4202,
1927416,1432486930266,3,view,4203,
1927456,1432485753362,3,view,2477,
1927506,1432485718931,3,view,4204,
1928150,1432493725323,18,view,633,
1928248,1432489296408,20,view,21,
1928605,1432482257299,3,view,4205,
1928646,1432480799136,3,view,4083,
1928692,1432481767837,3,view,627,
1928711,1432482202425,3,view,4205,
1928726,1432482088616,3,view,4206,
1928784,1432481332698,3,view,4207,
1929000,1432502153542,3,view,4208,
1929027,1432504676893,3,view,4209,
1929420,1432517788252,3,view,4210,
1929627,1432483642635,3,view,4211,
1929736,1432486047245,3,view,4212,
1929773,1432487471203,11,view,4213,
1929807,1432485986622,3,view,4214,
1929821,1432482895108,3,view,4215,
1929992,1432466073813,18,view,2349,
1930226,1432524263884,11,view,4199,
1930951,1432497017644,3,view,3000,
1930995,1432496695405,10,view,4216,
1931112,1432496884411,3,view,4217,
1931113,1432497446237,3,view,4218,
1931213,1432489839457,3,view,867,
1931219,1432493924957,3,view,4219,
1931222,1432489753040,20,view,21,
1931298,1432493269488,18,view,922,
1931398,1432489514416,20,view,32,
1931510,1432529258596,11,view,4220,
1931723,1432466206249,18,view,2577,
1931854,1432466575297,0,view,37,
1932044,1432480843978,3,view,1155,
1932049,1432482075777,3,view,4205,
1932106,1432480371890,3,view,791,
1932144,1432480122167,3,view,4221,
1932495,1432517949929,3,view,675,
1932892,1432503670937,18,view,4222,
1933408,1432485818628,3,view,2477,
1933467,1432485904867,3,view,4214,
1933514,1432486101850,3,view,238,
1933601,1432485788234,3,view,238,
1933607,1432482795881,3,view,4223,
1933628,1432484440054,3,view,4224,
1933649,1432485865661,3,view,4212,
1933657,1432485770806,3,view,238,
1933696,1432483406394,3,view,4225,
1934048,1432519623549,3,view,4226,
1934054,1432520120054,3,view,153,
1934100,1432494101332,3,view,4025,
1934111,1432489570483,10,view,4227,
1934252,1432489312412,20,view,21,
1934293,1432489989210,3,addtocart,451,
1934325,1432492519557,3,view,4228,
1934900,1432497187865,3,view,4229,
1934937,1432496789362,3,view,322,
1935027,1432497338935,3,view,4157,
1935365,1432509995989,3,view,4230,
1935532,1432517324225,3,addtocart,675,
1935822,1432500807835,3,view,260,
1936261,1432525283122,11,view,4199,
1936325,1432524284008,11,view,4199,
1936373,1432479849593,3,view,4231,
1936419,1432479868293,3,view,4195,
1936423,1432480904675,29,view,6,
1937103,1432489311207,20,view,1,
1937132,1432492830472,3,view,4232,
1937169,1432491550692,3,addtocart,4197,
1937201,1432492617436,18,view,404,
1937397,1432482623285,3,view,56,
1937400,1432482566133,3,view,803,
1937436,1432480242419,3,view,4233,
1937481,1432480057449,3,view,4234,
1937549,1432480472839,3,view,2013,
1937576,1432482385936,3,view,24,
1937600,1432481526490,3,view,4235,
1937618,1432466568647,18,view,404,
1937628,1432466575297,0,view,759,
1937749,1432465752526,18,view,633,
1938035,1432495914934,11,view,1519,
1938207,1432512048382,3,view,4236,
1938857,1432486128639,3,view,403,
1938878,1432483755149,11,view,4237,
1938924,1432485698565,3,view,238,
1938941,1432488570295,11,view,2179,
1938957,1432482935064,3,view,56,
1939019,1432485546834,3,view,2477,
1939044,1432485830475,3,view,238,
1939562,1432500746112,3,view,4238,
1939651,1432509178540,10,view,2747,
1940140,1432494034364,3,view,3697,
1940193,1432489858638,3,view,451,
1940292,1432489518258,20,view,17,
1940332,1432492676580,18,view,922,
1940597,1432466575344,0,view,3867,
1940824,1432497571091,3,view,4239,
1941351,1432517299634,3,view,675,
1941419,1432517480337,3,transaction,675,5901.0
1941667,1432500877096,3,view,403,
1941697,1432503904816,10,view,4240,
1941787,1432500956545,3,view,4241,
1941831,1432500969511,3,view,64,
1941849,1432504252488,10,view,4033,
1941885,1432481310667,3,view,4207,
1941892,1432482668365,3,view,1080,
1941913,1432482656101,3,view,803,
1941998,1432481007150,3,view,4083,
1942083,1432482325009,3,view,2970,
1942090,1432481226778,3,view,4242,
1942092,1432481106716,3,view,4243,
1942447,1432483241176,3,view,4200,
1942457,1432485842998,3,view,238,
1942482,1432488708378,11,view,4244,
1942550,1432488723176,11,view,4245,
1943015,1432652832743,25,view,2698,
1943155,1432682629399,25,view,846,
1943185,1432680956241,25,view,4246,
1943260,1432682096501,25,view,23,
1943278,1432682088301,25,view,4247,
1943319,1432680659944,25,view,4248,
1943346,1432681970046,25,view,3720,
1943377,1432681472517,25,view,4249,
1943446,1432673108873,25,addtocart,4250,
1943570,1432675320435,25,view,4251,
1943618,1432673613706,25,view,4252,
1943657,1432673905260,25,view,4253,
1943991,1432679581351,25,view,4254,
1944034,1432676367527,25,transaction,4255,13503.0
1944051,1432679502530,25,view,3399,
1944199,1432676445869,11,view,4256,
1944409,1432660113145,11,view,1513,
1944580,1432654767584,25,view,4257,
1944615,1432653508357,25,view,3278,
1944771,1432693823479,25,transaction,4258,7009.0
1944826,1432690349889,25,view,2555,
1944858,1432690484461,25,view,4259,
1945771,1432670716709,25,view,4260,
1945871,1432671841883,25,view,4261,
1945962,1432670730573,25,view,4262,
1946184,1432689415736,25,view,4263,
1946186,1432685343763,20,view,21,
1946225,1432684916159,20,view,1,
1946327,1432689418625,25,addtocart,4264,
1946352,1432689312440,25,view,4265,
1946370,1432684914579,20,view,21,
1946477,1432652718636,25,view,2698,
1946571,1432652611615,25,view,4266,
1946704,1432683208266,25,view,4267,
1946718,1432680570445,25,transaction,4268,7157.0
1946818,1432680755740,25,view,2800,
1946831,1432681985804,25,view,3955,
1946832,1432684015776,25,view,3151,
1946854,1432680043766,25,view,4269,
1946985,1432674276997,25,view,4270,
1947034,1432672648336,25,view,4271,
1947130,1432673681967,25,addtocart,4252,
1947490,1432679619210,25,view,4272,
1947497,1432678196369,25,view,4273,
1947542,1432679917409,25,view,4274,
1947575,1432679449520,25,view,2060,
1947587,1432678073800,25,view,4275,
1947589,1432678637013,25,view,4276,
1947664,1432679425994,25,view,4277,
1947683,1432679325051,25,view,4278,
1948357,1432693647380,25,view,4258,
1948611,1432666629020,3,view,4279,
1948817,1432695264991,25,transaction,4280,10418.0
1949202,1432671556398,25,view,4191,
1949254,1432670157000,25,view,1942,
1949347,1432670962176,25,view,4281,
1949394,1432669276821,25,view,4251,
1949426,1432671756743,25,view,1999,
1949550,1432627447593,29,view,5,
1949817,1432689582141,25,transaction,4263,13840.0
1950108,1432658864771,0,view,759,
1950120,1432661384567,11,view,4282,
1950395,1432690559591,25,view,4259,
1950405,1432690626140,25,view,4283,
1950438,1432692867689,25,view,4284,
1950627,1432652804290,25,view,4285,
1950837,1432679608231,25,view,3094,
1950865,1432679606242,25,view,4286,
1950868,1432677854545,25,view,4287,
1950931,1432679528224,25,view,4249,
1950945,1432678750650,11,transaction,4288,16258.0
1951020,1432678583149,11,transaction,4289,9555.0
1951088,1432678813509,25,view,4276,
1951105,1432679504829,25,view,4290,
1951197,1432682851496,25,view,4291,
1951246,1432681209794,25,transaction,2800,13555.0
1951334,1432680734597,25,view,2800,
1951668,1432671858618,25,view,4292,
1951691,1432671979341,25,addtocart,4292,
1951756,1432671765768,25,view,1999,
1951764,1432670348292,25,view,4293,
1951913,1432669730417,25,view,56,
1951924,1432671394447,25,view,4294,
1951991,1432665673642,3,view,2133,
1952136,1432664031135,18,view,360,
1952151,1432665713179,3,view,2061,
1952213,1432672996308,3,view,711,
1952224,1432672498429,25,view,4295,
1952262,1432674302526,25,view,4262,
1952728,1432696743003,11,view,4296,
1952950,1432695084236,25,view,4280,
1953084,1432654401220,25,view,4297,
1953102,1432653003215,25,view,803,
1953219,1432654586638,25,view,2953,
1953297,1432689582141,25,transaction,4264,13840.0
1953373,1432684917539,20,view,21,
1953887,1432673328292,25,transaction,4250,17600.0
1953938,1432672964013,25,view,4250,
1953981,1432673331674,3,view,417,
1954025,1432673509468,25,view,140,
1954082,1432673343261,3,addtocart,417,
1954293,1432693655449,25,addtocart,4258,
1954340,1432690670424,25,view,4259,
1954355,1432693359483,25,view,3646,
1954403,1432679571385,25,view,4298,
1954495,1432679512384,25,view,4299,
1954508,1432678648685,11,view,4288,
1954663,1432679932532,25,view,4300,
1954761,1432658864771,0,view,3867,
1955076,1432642395168,29,view,5,
1955080,1432630732077,18,view,360,
1955222,1432669439711,25,view,4301,
1955704,1432667392962,25,view,4302,
1955762,1432683532547,25,view,2953,
1955782,1432680869290,25,view,4303,
1955855,1432684407458,25,view,1942,
1955858,1432680836186,25,view,4303,
1955874,1432681041815,25,addtocart,2800,
1955933,1432681988140,25,view,4304,
1955952,1432680570445,25,transaction,4305,7157.0
1955985,1432680289010,25,view,4305,
1956827,1432667365345,25,view,4236,
1956888,1432665638039,3,view,4306,
1957256,1432652764151,25,view,4307,
1957784,1432685166014,20,view,17,
1957886,1432678155872,25,view,4275,
1957890,1432678143014,25,view,136,
1957915,1432678650767,11,addtocart,4288,
1957979,1432678997104,25,view,4276,
1958078,1432679877012,25,view,4254,
1958082,1432679577060,25,view,4308,
1958085,1432679591720,25,view,4309,
1958141,1432676150606,25,addtocart,4255,
1958180,1432658864771,0,view,37,
1958454,1432673460290,3,transaction,417,17664.0
1958457,1432673681321,25,view,4252,
1958564,1432674911208,25,view,4148,
1958684,1432674041779,25,view,4253,
1958710,1432672327805,25,view,4310,
1958766,1432680284626,25,view,4305,
1958804,1432682079078,25,view,4247,
1958855,1432680976718,25,view,4246,
1958857,1432683184268,25,view,4267,
1958923,1432681209779,25,transaction,4246,13555.0
1958973,1432692777640,25,view,4284,
1959070,1432690634517,25,view,4283,
1959380,1432700268738,11,view,4311,
1959428,1432670546872,25,view,2953,
1959432,1432669205083,25,view,4312,
1959514,1432670706086,25,view,4260,
1959562,1432671976758,25,addtocart,4261,
1959578,1432671848532,25,view,4261,
1959655,1432670361292,25,view,3070,
1959796,1432697197464,0,view,28,
1959836,1432695093467,25,addtocart,4280,
1959989,1432653194144,25,view,803,
1960166,1432653206403,25,view,56,
1960226,1432664601449,3,view,4313,
1960262,1432665382697,3,view,4314,
1960329,1432666666333,3,view,1102,
1961419,1432679919404,25,view,4315,
1961450,1432678060663,25,view,4275,
1961495,1432678926228,25,view,4316,
1961546,1432677547044,25,view,2522,
1961560,1432679336240,25,view,4278,
1961900,1432673997468,25,view,4253,
1961908,1432673379062,25,view,4250,
1961963,1432674285662,25,view,4270,
1962272,1432680064204,25,view,4317,
1962294,1432681043898,25,addtocart,4246,
1962297,1432680307027,25,addtocart,4305,
1962300,1432680046915,25,view,4269,
1962442,1432689383021,25,view,4249,
1962459,1432685160166,20,view,32,
1962470,1432685134585,25,view,226,
1962503,1432688467462,25,view,127,
1962604,1432685053665,25,view,4318,
1962936,1432692154876,25,view,4319,
1962976,1432692098765,25,view,4320,
1963088,1432691831651,25,view,2316,
1963109,1432669697384,25,view,4321,
1963354,1432670180945,25,view,1942,
1963406,1432669404203,25,view,3265,
1964048,1432770705768,25,view,4322,
1964070,1432740154162,25,view,4311,
1964130,1432744053356,25,view,4323,
1964134,1432739783212,25,view,4324,
1964205,1432742410992,25,view,4325,
1964263,1432741136333,25,view,4326,
1964294,1432743077733,25,view,4327,
1964309,1432740667316,25,view,4328,
1964318,1432742489320,25,view,4325,
1964364,1432790974120,18,view,360,
1964405,1432786911454,11,view,4329,
1964874,1432727513033,29,view,6,
1965150,1432737680362,25,view,3315,
1965316,1432777478856,25,view,4330,
1965337,1432777567494,25,view,4331,
1965405,1432778471689,25,view,641,
1965410,1432778483004,25,addtocart,641,
1965441,1432777368652,25,view,4332,
1965902,1432765351014,25,view,1357,
1965976,1432764861159,20,view,32,
1966013,1432764945099,20,view,21,
1966136,1432755050370,25,view,205,
1966242,1432755020067,25,view,182,
1966322,1432785513191,11,view,4333,
1966609,1432773902347,25,view,4334,
1966679,1432774056016,25,addtocart,4335,
1966741,1432775102997,25,view,68,
1966854,1432744368014,25,view,4276,
1966947,1432747798938,25,view,4336,
1966980,1432744705823,25,view,4337,
1967461,1432768583607,25,view,306,
1967483,1432767405048,25,addtocart,4338,
1967568,1432769581741,25,view,2750,
1967673,1432754434679,25,view,451,
1967699,1432752229436,25,view,4339,
1967766,1432755876767,25,view,3661,
1967938,1432746814881,25,view,405,
1967940,1432744872493,25,view,4340,
1968055,1432745174098,25,view,4341,
1968099,1432746905556,25,view,405,
1968121,1432746562372,20,view,21,
1968130,1432746561844,20,view,21,
1968231,1432746573412,20,view,1,
1968858,1432737782435,25,view,4342,
1968959,1432739314315,25,view,1071,
1969451,1432748489346,25,view,4343,
1969654,1432765342658,25,view,1357,
1969709,1432766479243,25,view,4344,
1969799,1432780114929,25,view,4345,
1969813,1432781136406,25,view,2669,
1969844,1432777910704,25,view,3955,
1969846,1432778043342,25,view,4346,
1969848,1432777467594,25,view,4347,
1969849,1432778666036,25,transaction,641,16344.0
1969883,1432777759619,25,view,3955,
1969884,1432778045441,25,addtocart,4346,
1969915,1432777442611,25,view,4332,
1970160,1432755908771,25,view,2756,
1970337,1432741002811,25,view,1529,
1970341,1432739873076,25,view,4348,
1970424,1432740173387,25,view,24,
1970425,1432741395258,25,view,23,
1970500,1432740448722,25,view,2953,
1970633,1432773450915,25,view,4349,
1970972,1432770283354,11,view,4350,
1971065,1432767342768,25,view,4338,
1971099,1432746817111,25,view,4351,
1971116,1432745108241,25,view,4352,
1971172,1432744546317,25,view,4288,
1971482,1432754281053,25,view,451,
1971491,1432754364713,25,view,451,
1971518,1432755594303,25,view,4353,
1971570,1432754163063,25,view,451,
1971583,1432752608602,25,view,4354,
1972658,1432737679627,25,view,2870,
1972809,1432781979607,0,view,37,
1973178,1432765447146,25,view,3659,
1973213,1432766074734,25,addtocart,4355,
1973295,1432766646401,25,addtocart,4344,
1973309,1432764384912,20,view,21,
1973395,1432764866273,20,view,17,
1973421,1432773141563,25,view,4356,
1973474,1432772127959,25,view,4357,
1973481,1432773498360,25,view,4334,
1973489,1432775277423,25,transaction,4334,10427.0
1973539,1432774559585,25,view,4334,
1973591,1432771882489,25,view,4358,
1973640,1432775477556,25,view,4359,
1973656,1432774267834,25,transaction,4335,6119.0
1973751,1432742850398,25,view,4360,
1973863,1432740115345,25,view,4311,
1973864,1432744361226,0,view,4361,
1973870,1432740481811,11,view,4097,
1973899,1432743924422,0,view,759,
1973913,1432741003955,25,view,4362,
1974037,1432777429752,25,view,4363,
1974100,1432780086306,25,view,4345,
1974195,1432780538389,25,view,4364,
1974808,1432747247599,20,view,21,
1974830,1432746305526,25,view,2736,
1974836,1432744703515,25,view,4337,
1974870,1432746197230,25,view,4365,
1974895,1432745491742,25,view,4366,
1974921,1432746954859,20,view,32,
1974956,1432745463348,25,view,4366,
1975035,1432747252355,25,view,4367,
1975083,1432743924626,0,view,37,
1975096,1432742049564,25,view,4368,
1975113,1432743088828,25,view,56,
1975170,1432739784168,25,view,4369,
1975174,1432743134121,25,view,4327,
1975196,1432744136712,25,view,4323,
1975247,1432742864441,25,view,4370,
1975256,1432741728503,25,view,4371,
1975270,1432739785577,25,view,4348,
1975334,1432750950239,25,view,407,
1975372,1432749165022,25,view,3315,
1975579,1432751155911,25,view,407,
1975648,1432768445373,25,view,4372,
1975800,1432768475160,25,view,4373,
1976394,1432780156488,25,view,4345,
1976887,1432764329595,20,view,1,
1977164,1432754485221,25,view,492,
1977222,1432754766236,25,view,451,
1977231,1432755034385,25,view,4374,
1977385,1432754773191,25,view,492,
1977853,1432773970226,25,view,4335,
1977867,1432773243276,25,view,4356,
1977912,1432775465636,25,addtocart,4359,
1977960,1432772812360,25,view,4358,
1978056,1432786710592,11,view,2143,
1978281,1432751026854,25,view,407,
1978542,1432768517642,25,view,4375,
1978658,1432770174923,25,view,4376,
1978731,1432743527630,25,view,4327,
1978744,1432742099395,25,view,24,
1978789,1432743795773,25,view,2687,
1978798,1432740114406,25,view,4377,
1978874,1432741029387,25,view,4378,
1978886,1432741762734,25,view,4379,
1978899,1432743691918,25,view,4380,
1978937,1432740827468,11,view,4381,
1978963,1432743610479,25,view,2687,
1978981,1432741386096,25,view,4382,
1979000,1432741369704,25,view,4382,
1979325,1432746535156,29,view,5,
1979335,1432746228679,25,view,4365,
1979362,1432744548604,25,view,4383,
1979366,1432744596260,0,view,28,
1979443,1432744754374,25,view,4317,
1979449,1432747286351,25,view,316,
1979469,1432746829629,25,view,24,
1979525,1432747665554,25,view,4340,
1979528,1432746261400,25,view,2756,
1979557,1432747190866,25,view,4367,
1979878,1432739044465,25,view,4296,
1979983,1432738933584,25,view,100,
1980118,1432777440263,25,view,4332,
1980168,1432777588898,25,view,4384,
1980265,1432777737140,25,view,3720,
1980268,1432778248196,25,transaction,4346,6768.0
1980297,1432778104364,25,view,4346,
1980660,1432764297694,20,view,21,
1980699,1432766746191,25,transaction,4344,6938.0
1980807,1432764325972,25,view,4359,
1980946,1432753832664,25,view,3720,
1981100,1432754645005,25,addtocart,492,
1981109,1432755879113,25,view,3661,
1981365,1432773416102,25,view,4385,
1981481,1432772318404,11,view,2731,
1981515,1432775032939,25,addtocart,4334,
1981601,1432773280610,25,view,4386,
1981670,1432756683980,25,view,4359,
1981731,1432756562852,25,view,4359,
1981838,1432755942995,25,view,2736,
1982148,1432781979607,0,view,28,
1982363,1432767139370,25,view,4359,
1982389,1432768486123,25,view,4372,
1982501,1432777558605,25,view,4387,
1982512,1432777625015,25,view,4388,
1982543,1432777899053,25,view,4389,
1982546,1432777946046,25,view,3720,
1982691,1432777414091,25,view,4390,
1982765,1432751055584,25,view,403,
1983002,1432745875369,25,view,4391,
1983029,1432746538667,29,view,6,
1983071,1432744505838,25,view,4276,
1983072,1432746959570,20,view,17,
1983096,1432747729528,25,view,4392,
1983098,1432745179318,25,view,2044,
1983173,1432745154738,25,view,4352,
1983232,1432744881600,25,view,4340,
1983280,1432744683163,25,view,4337,
1983385,1432727508389,29,view,5,
1983638,1432737831220,25,view,4342,
1983814,1432755003681,25,view,4374,
1983924,1432755036737,25,view,4374,
1983965,1432755013866,25,view,205,
1983981,1432755015945,25,view,4374,
1984266,1432765485504,25,view,4008,
1984361,1432766015174,25,view,4355,
1984405,1432766265004,25,transaction,4355,3023.0
1984488,1432765089706,25,view,4393,
1984555,1432757004079,25,view,4359,
1984809,1432743736504,20,view,21,
1984825,1432744164040,25,view,4323,
1984852,1432742689388,25,view,4394,
1984879,1432743924579,0,view,28,
1984938,1432742051870,25,view,4395,
1985015,1432741014168,25,view,1529,
1985021,1432742864300,25,view,4396,
1985254,1432772111205,25,view,4397,
1985273,1432775414236,25,view,4359,
1985448,1432786800633,11,view,4398,
1985484,1432786778406,11,view,4399,
1985644,1432831337305,11,addtocart,420,
1985773,1432832030032,11,view,420,
1985815,1432832909345,25,transaction,4400,17528.0
1985886,1432833409987,11,view,420,
1985899,1432832390302,25,addtocart,4400,
1986002,1432821875468,29,view,6,
1986030,1432824729184,20,view,1,
1986034,1432825063178,20,view,32,
1986035,1432825771353,25,view,4401,
1986366,1432855410481,25,view,2653,
1986390,1432854058978,25,view,4402,
1986415,1432854048016,25,view,4402,
1986485,1432854701704,20,view,21,
1986535,1432854672141,25,view,4403,
1986665,1432835912622,25,view,284,
1987105,1432852084869,25,view,4404,
1987151,1432850203072,25,view,4405,
1987174,1432850207026,25,view,4406,
1987186,1432851932039,25,view,100,
1987198,1432851909854,25,view,4407,
1987254,1432851414197,25,view,4408,
1987286,1432852748547,25,view,4409,
1987293,1432851851621,25,view,4410,
1987310,1432852096918,25,view,4411,
1987432,1432864129056,25,view,4412,
1987579,1432863166910,25,view,4413,
1988041,1432845735587,25,view,4414,
1988085,1432846253713,25,transaction,4414,16175.0
1988086,1432845794840,25,view,4415,
1988159,1432845094433,25,view,603,
1988208,1432845390775,25,view,4416,
1988236,1432845395478,25,view,4417,
1988396,1432845373055,25,view,4418,
1988631,1432871828144,11,view,641,
1988642,1432858698964,25,view,4419,
1988727,1432861424345,25,view,4420,
1988765,1432861410418,25,view,4421,
1988767,1432860058412,0,view,37,
1988879,1432861415145,25,view,4422,
1988912,1432861868866,25,view,4423,
1989422,1432848111239,25,addtocart,4424,
1989511,1432846881133,25,transaction,752,13177.0
1989551,1432847592843,25,transaction,4425,12113.0
1989734,1432832633528,25,view,4426,
1989878,1432833413362,11,view,420,
1989910,1432830827274,25,view,2973,
1989975,1432851467973,25,view,1155,
1989994,1432852772003,25,view,4427,
1990013,1432852773331,25,view,4428,
1990129,1432851103244,25,view,4429,
1990176,1432851425088,25,view,4408,
1990222,1432852805963,25,view,4430,
1990433,1432854168120,11,view,4431,
1990474,1432854690157,20,view,21,
1990475,1432854691517,20,view,1,
1990491,1432856908797,25,view,4432,
1990516,1432854733636,25,view,4403,
1990517,1432854107181,25,view,4433,
1991102,1432862957346,25,view,4434,
1991598,1432834581300,25,transaction,4435,15573.0
1992009,1432845481688,25,view,4414,
1992075,1432844965230,25,view,4436,
1992126,1432845119332,25,view,4437,
1992211,1432861074575,25,view,545,
1992235,1432857696182,25,view,4438,
1992324,1432858611778,25,view,4439,
1992519,1432828637692,25,transaction,4440,657.0
1992608,1432828794858,25,view,4440,
1992639,1432829083480,25,view,4262,
1992779,1432830851260,25,addtocart,2973,
1992795,1432833192723,11,view,420,
1992915,1432832595079,25,view,3965,
